id;date;A2_statut;A2_autre;A3_poste;A4_secteur;A4_secteur_autre;A5_teleravail;A6_experience;B1_utilisation_python;B1_utilisation_r;B1_utilisation_sas;B1_utilisation_powerBI;B1_utilisation_tableau;B1_utilisation_qlik;B1_utilisation_excel;B1_utilisation_sql;B1_utilisation_spark;B1_utilisation_spss;B1_utilisation_c_java;B1_utilisation_datastudio;B1_utilisation_matlab;B1_utilisation_aucun;B2_frequence_utilisation_python;B2_frequence_utilisation_r;B2_frequence_utilisation_sas;B2_frequence_utilisation_powerBI;B2_frequence_utilisation_tableau;B2_frequence_utilisation_qlik;B2_frequence_utilisation_excel;B2_frequence_utilisation_sql;B2_frequence_utilisation_spark;B2_frequence_utilisation_spss;B2_frequence_utilisation_c_java;B2_frequence_utilisation_datastudio;B2_frequence_utilisation_matlab;D1_satisfaction;Y1A_genre;Y1B_age;Y4_diplome;Y2_region
263;20/03/2024 08:59;En CDI;;Autre;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Occasionnellement;;;;Jamais;;Régulièrement;Jamais;Occasionnellement;;;;;5;Un homme;30;Bac + 5;Île-de-France
264;;En CDI;;Statisticien;Santé;;Distanciel complet (pas de travail sur site);;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
265;20/03/2024 10:43;En CDI;;Data Scientist;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);14;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;Régulièrement;Régulièrement;Occasionnellement;;Régulièrement;Régulièrement;Occasionnellement;;;;;7;Un homme;40;Bac + 5;Hors France
266;20/03/2024 10:48;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;6;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Jamais;;Jamais;Occasionnellement;;Régulièrement;Régulièrement;Régulièrement;;Jamais;;;;9;Un homme;30;Bac + 5;Auvergne-Rhône-Alpes
267;20/03/2024 11:50;En CDI;;Data Scientist;Autre;Énergies renouvelables;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;;;;;Occasionnellement;Régulièrement;;;;;;7;Une femme;31;Bac + 5;Auvergne-Rhône-Alpes
268;;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Autre;RH;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;Occasionnellement;;;Régulièrement;Occasionnellement;;;;;;;;;;
269;20/03/2024 13:40;En CDI;;Data Analyst / analyste;Numérique / Web;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Régulièrement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;Occasionnellement;;8;Un homme;31;Bac + 2 / 3;Hauts-de-France
270;;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Régulièrement;Jamais;;Jamais;Jamais;;Régulièrement;Jamais;Jamais;;Jamais;;;;;;;
271;20/03/2024 15:15;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Jamais;;;;;Occasionnellement;Régulièrement;;;;;;8;Une femme;25;Bac + 5;Île-de-France
272;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
273;;Etudiant (hors alternance / stage);;;;;;;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
274;20/03/2024 16:38;En CDI;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;;;;;;;8;Un homme;31;Bac + 2 / 3;Grand Est
275;;En CDI;;Statisticien;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Occasionnellement;Occasionnellement;Régulièrement;;;;Jamais;Occasionnellement;;;;;Jamais;9;Une femme;28;Bac + 5;Auvergne-Rhône-Alpes
276;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
277;;En CDD / contrat court / alternance / stage;;Data Scientist;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);0;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Régulièrement;Jamais;;;;;Occasionnellement;Jamais;;;;;Jamais;5;Une femme;22;Bac + 5;
278;20/03/2024 19:44;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;4;Une femme;39;Bac + 5;Hauts-de-France
279;20/03/2024 19:51;En CDI;;Data Analyst / analyste;Marketing;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Occasionnellement;;;;;;10;Une femme;34;Niveau Bac;Bourgogne-Franche-Comté
280;20/03/2024 20:01;En CDI;;Data Analyst / analyste;Autre;Retail;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Occasionnellement;Occasionnellement;;;;;;Régulièrement;;;;Régulièrement;;5;Un homme;25;Bac + 5;Hauts-de-France
281;20/03/2024 21:15;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Régulièrement;Jamais;;Jamais;Jamais;;Jamais;Occasionnellement;Occasionnellement;;Régulièrement;;;8;Une femme;32;Bac + 5;Île-de-France
282;;En CDD / contrat court / alternance / stage;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
283;;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Autre;Télécommunications;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;Jamais;Jamais;;Régulièrement;;;;;;;;;;;
284;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
285;21/03/2024 00:30;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Industrie;;Présentiel complet (pas ou quasiment pas de travail à distance);1;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;Jamais;;Régulièrement;Jamais;;;;;;3;Un homme;26;Bac + 5;Normandie
286;21/03/2024 07:00;En CDI;;Autre;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;Occasionnellement;;;Régulièrement;Occasionnellement;;;;;;7;Une femme;32;Bac + 5;Hauts-de-France
287;21/03/2024 08:16;En CDI;;Autre;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;Un homme;38;Bac + 5;Nouvelle-Aquitaine
288;;En CDD / contrat court / alternance / stage;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
289;21/03/2024 12:04;En CDI;;Data Scientist;Numérique / Web;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Régulièrement;Jamais;;;;;;Régulièrement;Occasionnellement;;;Occasionnellement;;6;Un homme;25;Bac + 5;Occitanie
290;;En CDI;;Data Analyst / analyste;Autre;aerien;Hybride avec en moyenne un ou deux jours de télétravail / semaine;11;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;Jamais;Régulièrement;Jamais;Jamais;Occasionnellement;Régulièrement;;;;;;;;;;
291;21/03/2024 13:14;En recherche d'emploi;;;;;;;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Jamais;Jamais;Jamais;;;Jamais;Jamais;;;;;;;Un homme;24;Bac + 5;Bretagne
292;;En CDI;;Autre;Enseignement / recherche;;Distanciel complet (pas de travail sur site);3;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;;;;
293;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
294;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
295;21/03/2024 16:04;En recherche d'emploi;;;;;;;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;;Régulièrement;Occasionnellement;;Régulièrement;Occasionnellement;;;;;;;Un homme;29;Bac + 5;Île-de-France
296;;Etudiant (hors alternance / stage);;;;;;;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
297;21/03/2024 17:45;En CDD / contrat court / alternance / stage;;Data Scientist;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Régulièrement;;;Occasionnellement;;;Régulièrement;Régulièrement;;;;Régulièrement;;7;Un homme;27;Bac + 2 / 3;Hors France
298;21/03/2024 20:16;En CDI;;Data Analyst / analyste;Transport;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Jamais;Jamais;Occasionnellement;Régulièrement;;Occasionnellement;Régulièrement;;;;;;7;Une femme;27;Bac + 5;Île-de-France
299;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
300;22/03/2024 07:45;En CDI;;Autre;Autre;Betting;Distanciel complet (pas de travail sur site);3;Non;Non;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;;;;;Régulièrement;;Occasionnellement;Régulièrement;;Occasionnellement;;;;8;Une femme;53;Bac + 5;Nouvelle-Aquitaine
301;22/03/2024 08:06;En CDI;;Autre;Autre;Energie;Hybride avec en moyenne un ou deux jours de télétravail / semaine;6;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Régulièrement;Jamais;;;;;Occasionnellement;;Régulièrement;;;;;9;Un homme;42;Bac + 5;Île-de-France
302;22/03/2024 08:24;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Administration;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;7;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Occasionnellement;;Régulièrement;Jamais;;Régulièrement;Occasionnellement;;;;;;8;Une femme;50;Bac + 5;Île-de-France
303;22/03/2024 09:46;En CDD / contrat court / alternance / stage;;Data Scientist;Autre;Retail;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Occasionnellement;;;Régulièrement;Régulièrement;;;;;;8;Un homme;24;Bac + 5;Hauts-de-France
304;22/03/2024 10:03;Etudiant (hors alternance / stage);;;;;;;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Régulièrement;;;;;;;;;;;;;;Un homme;23;Bac + 5;Occitanie
305;;En CDI;;Data Scientist;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Régulièrement;Régulièrement;Occasionnellement;Occasionnellement;;;Occasionnellement;Régulièrement;;;;;Jamais;;;;;
306;22/03/2024 10:36;En CDI;;Statisticien;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;10;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Régulièrement;;;;;Régulièrement;;;;;;;6;Un homme;40;Bac + 5;Île-de-France
307;22/03/2024 11:00;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Régulièrement;Régulièrement;Régulièrement;Jamais;Occasionnellement;Jamais;Occasionnellement;Régulièrement;;;Jamais;;;;Un homme;25;Bac + 2 / 3;Bretagne
308;22/03/2024 11:07;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;4;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;Régulièrement;;;;;;;;;8;Un homme;30;Bac + 5;Île-de-France
309;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
310;;Autre;VIE;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
311;;En CDD / contrat court / alternance / stage;;Autre;Enseignement / recherche;;Présentiel complet (pas ou quasiment pas de travail à distance);1;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
312;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
313;22/03/2024 13:07;En CDI;;Chargé d’études / chargé d’études statistiques;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Occasionnellement;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;Un homme;25;Bac + 5;Hors France
314;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
315;22/03/2024 13:40;En CDI;;Data Scientist;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Régulièrement;Jamais;;;;;Occasionnellement;Régulièrement;Jamais;;;;Jamais;6;Un homme;30;Bac + 5;Nouvelle-Aquitaine
316;;En CDD / contrat court / alternance / stage;;Data Engineer;Industrie;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;0;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Régulièrement;Occasionnellement;;Occasionnellement;Occasionnellement;;Occasionnellement;Occasionnellement;;Occasionnellement;;;;7;Une femme;30;Bac + 5;
317;22/03/2024 13:47;En CDI;;Data Scientist;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Régulièrement;Occasionnellement;;;;;Régulièrement;;Occasionnellement;;Régulièrement;;;10;Une femme;47;Bac + 8;Occitanie
318;22/03/2024 13:52;Indépendant / freelance;;Data Scientist;Autre;Musique;Distanciel complet (pas de travail sur site);4;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;;;;Occasionnellement;;;;;;8;Un homme;27;Bac + 5;Nouvelle-Aquitaine
319;22/03/2024 13:54;En CDI;;Data Scientist;Autre;Gambling;Hybride avec en moyenne un ou deux jours de télétravail / semaine;8;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;;;;Régulièrement;;;;;;10;Un homme;35;Bac + 5;Nouvelle-Aquitaine
320;22/03/2024 14:43;En CDI;;Data Engineer;Autre;Retail ;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Régulièrement;Jamais;Jamais;Occasionnellement;;;Régulièrement;Régulièrement;Jamais;;;Jamais;Jamais;7;Un homme;28;Bac + 5;Nouvelle-Aquitaine
321;22/03/2024 14:47;En recherche d'emploi;;;;;;;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;Jamais;Régulièrement;;;;;;;Un homme;24;Bac + 5;Auvergne-Rhône-Alpes
322;;En CDI;;Data Engineer;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;Jamais;;;;Occasionnellement;Occasionnellement;;;;;;7;Un homme;25;;
323;22/03/2024 15:11;En CDI;;Data Engineer;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;Occasionnellement;Régulièrement;;;;;;7;Un homme;36;Bac + 2 / 3;Auvergne-Rhône-Alpes
324;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
325;22/03/2024 16:00;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;8;Non;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;Jamais;;Occasionnellement;Régulièrement;;;;;;8;Un homme;33;Bac + 5;Hauts-de-France
326;22/03/2024 17:03;Indépendant / freelance;;Data Scientist;Administration;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;Régulièrement;Occasionnellement;;;Régulièrement;Occasionnellement;;;;;;8;Une femme;25;Bac + 5;Île-de-France
327;22/03/2024 17:31;En CDI;;Data Engineer;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Régulièrement;Occasionnellement;;;;;7;Un homme;25;Bac + 5;Auvergne-Rhône-Alpes
328;;En CDD / contrat court / alternance / stage;;Chargé d’études / chargé d’études statistiques;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;0;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
329;22/03/2024 18:00;En CDI;;Autre;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;Régulièrement;;;;Régulièrement;Régulièrement;;;;;;6;Un homme;33;Bac + 5;Île-de-France
330;;En CDI;;Data Scientist;Autre;Btp;Mon activité est trop spécifique pour distinguer télétravail et présentiel;1;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;;;Régulièrement;Régulièrement;Occasionnellement;;;;;;;;;
331;22/03/2024 21:14;En CDI;;Statisticien;Santé;;Distanciel complet (pas de travail sur site);5;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Occasionnellement;Régulièrement;Occasionnellement;;;;Régulièrement;Jamais;;Jamais;;;;5;Une femme;30;Bac + 5;Nouvelle-Aquitaine
332;22/03/2024 21:16;En CDI;;Data Analyst / analyste;Industrie;;Présentiel complet (pas ou quasiment pas de travail à distance);3;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;Régulièrement;;;Régulièrement;;;;;;;7;Un homme;35;Bac + 2 / 3;Hors France
333;22/03/2024 21:43;En CDI;;Data Scientist;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;5;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;Occasionnellement;Occasionnellement;;;Occasionnellement;Occasionnellement;;;;;;9;Une femme;28;Bac + 5;Île-de-France
334;23/03/2024 01:42;En recherche d'emploi;;;;;;;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Régulièrement;Régulièrement;;Occasionnellement;;;Régulièrement;Occasionnellement;;Jamais;;;;;Un homme;32;Bac + 2 / 3;Hors France
335;23/03/2024 07:55;Indépendant / freelance;;Data Scientist;Autre;Public;Distanciel complet (pas de travail sur site);6;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Occasionnellement;;;;;;;Régulièrement;Jamais;;;Occasionnellement;;7;Un homme;28;Bac + 5;Île-de-France
336;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
337;;En CDI;;Autre;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Occasionnellement;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;;;;;
338;23/03/2024 08:39;En CDI;;Autre;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Occasionnellement;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;7;Un homme;25;Bac + 2 / 3;Bretagne
339;23/03/2024 09:10;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;Occasionnellement;Régulièrement;;;Régulièrement;Régulièrement;;;;;;4;Un homme;24;Bac + 5;Grand Est
340;23/03/2024 10:31;En CDD / contrat court / alternance / stage;;Data Engineer;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;Jamais;;;;Régulièrement;Régulièrement;;;;;8;Un homme;26;Bac + 5;Île-de-France
341;;En CDI;;Chargé d’études / chargé d’études statistiques;Prestation de services informatiques / statistiques;;Présentiel complet (pas ou quasiment pas de travail à distance);3;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;Occasionnellement;;;;;Régulièrement;;;;;;;;;;;
342;;En CDD / contrat court / alternance / stage;;Data Scientist;Transport;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
343;23/03/2024 13:11;En recherche d'emploi;;;;;;;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;;Régulièrement;Occasionnellement;;Régulièrement;Régulièrement;;;;;;;Un homme;28;Bac + 5;Hors France
344;;Etudiant (hors alternance / stage);;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
345;;En CDI;;Data Scientist;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
346;;En CDI;;Data Analyst / analyste;Transport;;Présentiel complet (pas ou quasiment pas de travail à distance);1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
347;23/03/2024 16:35;En CDD / contrat court / alternance / stage;;Chargé d’études / chargé d’études statistiques;Autre;Service public ;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Régulièrement;Régulièrement;;Occasionnellement;;;Régulièrement;Occasionnellement;;Occasionnellement;;;Occasionnellement;6;Une femme;22;Bac + 5;Île-de-France
348;;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Occasionnellement;Occasionnellement;Régulièrement;;;;Régulièrement;Régulièrement;Jamais;;;;;;;;;
349;23/03/2024 18:29;En CDI;;Chargé d’études / chargé d’études statistiques;Autre;Une agence d'études de marché;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;;Occasionnellement;;;;;Régulièrement;;;Occasionnellement;;;;10;Un homme;26;Bac + 2 / 3;Hors France
350;;En CDI;;Data Analyst / analyste;Enseignement / recherche;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;9;Un homme;35;Bac + 5;
