id;date;A2_statut;A2_autre;A3_poste;A4_secteur;A4_secteur_autre;A5_teleravail;A6_experience;B1_utilisation_python;B1_utilisation_r;B1_utilisation_sas;B1_utilisation_powerBI;B1_utilisation_tableau;B1_utilisation_qlik;B1_utilisation_excel;B1_utilisation_sql;B1_utilisation_spark;B1_utilisation_spss;B1_utilisation_c_java;B1_utilisation_datastudio;B1_utilisation_matlab;B1_utilisation_aucun;B2_frequence_utilisation_python;B2_frequence_utilisation_r;B2_frequence_utilisation_sas;B2_frequence_utilisation_powerBI;B2_frequence_utilisation_tableau;B2_frequence_utilisation_qlik;B2_frequence_utilisation_excel;B2_frequence_utilisation_sql;B2_frequence_utilisation_spark;B2_frequence_utilisation_spss;B2_frequence_utilisation_c_java;B2_frequence_utilisation_datastudio;B2_frequence_utilisation_matlab;D1_satisfaction;Y1A_genre;Y1B_age;Y4_diplome;Y2_region
91;;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Présentiel complet (pas ou quasiment pas de travail à distance);5;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;;;;;;Jamais;Occasionnellement;Occasionnellement;Régulièrement;;;;;6;Une femme;;;
92;;En CDD / contrat court / alternance / stage;;Data Engineer;Numérique / Web;;Mon activité est trop spécifique pour distinguer télétravail et présentiel;10;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;;;;;;;;;;Occasionnellement;;;;;;;;
93;16/03/2024 13:52;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;Régulièrement;;Jamais;Régulièrement;Occasionnellement;;;;;;8;Une femme;26;Bac + 5;Île-de-France
94;16/03/2024 16:11;En CDD / contrat court / alternance / stage;;Chargé d’études / chargé d’études statistiques;Autre;Conseils ;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;;;;;Régulièrement;Occasionnellement;;;;;;7;Un homme;29;Bac + 5;Auvergne-Rhône-Alpes
95;16/03/2024 16:27;En CDI;;Statisticien;Administration;;Présentiel complet (pas ou quasiment pas de travail à distance);13;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Régulièrement;Jamais;Jamais;;;Régulièrement;Régulièrement;;;;;;7;Un homme;36;Bac + 5;Bretagne
96;;Indépendant / freelance;;Data Engineer;Prestation de services informatiques / statistiques;;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Occasionnellement;Jamais;Jamais;Régulièrement;;;Occasionnellement;Régulièrement;Occasionnellement;;;Jamais;;;;;;
97;;Chef d’entreprise;;Data Scientist;Enseignement / recherche;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;28;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;;;;;;Occasionnellement;;;;Occasionnellement;;;;;;;;
98;;En CDI;;Data Scientist;Prestation de services informatiques / statistiques;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
99;;En CDI;;Data Scientist;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;Jamais;Régulièrement;;;Régulièrement;Occasionnellement;;;;;;;;;;
100;;En CDI;;Autre;Prestation de services informatiques / statistiques;;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Jamais;Régulièrement;Jamais;Jamais;;Régulièrement;Occasionnellement;;;;;;;;;;
101;17/03/2024 17:48;En CDI;;Data Engineer;Autre;Aéronautique ;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Régulièrement;;;;;;;;Régulièrement;;;;;8;Une femme;29;Bac + 5;Occitanie
102;17/03/2024 18:54;En CDI;;Autre;Santé;;Distanciel complet (pas de travail sur site);15;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Jamais;Occasionnellement;Jamais;;;Régulièrement;Occasionnellement;;;;;;8;Une femme;42;Bac + 2 / 3;Bretagne
103;17/03/2024 18:55;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;Jamais;Régulièrement;;;Régulièrement;Régulièrement;;;;;;;Une femme;20;Niveau Bac;Bretagne
104;;En CDI;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
105;17/03/2024 23:27;En CDI;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;10;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Jamais;Jamais;Occasionnellement;;;Régulièrement;Régulièrement;;;;;;7;Une femme;35;Bac + 5;Bretagne
106;18/03/2024 07:51;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);3;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;;Occasionnellement;;;Régulièrement;Occasionnellement;;;;;;8;Un homme;27;Bac + 5;Hors France
107;;En CDI;;Data Analyst / analyste;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
108;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
109;18/03/2024 08:11;En CDI;;Data Analyst / analyste;Autre;Télécommunications ;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;1;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;10;Un homme;41;Bac + 5;Bretagne
110;18/03/2024 08:13;En CDI;;Data Scientist;Transport;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;;;;Régulièrement;Occasionnellement;Occasionnellement;;;;;6;Un homme;36;Bac + 5;Île-de-France
111;;En CDI;;Data Analyst / analyste;Numérique / Web;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;5;Non;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;Régulièrement;;Régulièrement;Régulièrement;;;;;;;;;;
112;;En CDI;;Data Engineer;Autre;Retail;Hybride avec en moyenne un ou deux jours de télétravail / semaine;10;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Occasionnellement;;Occasionnellement;Régulièrement;Occasionnellement;Occasionnellement;Régulièrement;Régulièrement;Occasionnellement;;Occasionnellement;Régulièrement;;;;;;
113;18/03/2024 08:19;En CDD / contrat court / alternance / stage;;Autre;Autre;Immobilier;Hybride avec en moyenne un ou deux jours de télétravail / semaine;0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;;;;;;;;Occasionnellement;;;;Régulièrement;;4;Un homme;26;Bac + 5;Île-de-France
114;;En CDI;;Autre;Autre;Sante banque et assurance;Hybride avec en moyenne un ou deux jours de télétravail / semaine;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
115;18/03/2024 08:19;En CDI;;Autre;Numérique / Web;;Distanciel complet (pas de travail sur site);20;Non;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;Régulièrement;;Régulièrement;Régulièrement;;;;;;6;Un homme;44;Bac + 5;Hauts-de-France
116;;Autre;CDI + free-lance ;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);2;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
117;18/03/2024 08:25;En CDI;;Data Analyst / analyste;Autre;RH;Distanciel complet (pas de travail sur site);2;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Jamais;;;Jamais;Jamais;;Régulièrement;Régulièrement;;;;Jamais;;8;Une femme;31;Bac + 5;Occitanie
118;;En CDI;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;;;Régulièrement;;;Occasionnellement;Occasionnellement;;;;;;;;;;
119;18/03/2024 08:29;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;8;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Occasionnellement;Occasionnellement;Occasionnellement;Occasionnellement;Régulièrement;;Régulièrement;Régulièrement;;Occasionnellement;;Régulièrement;;7;Un homme;29;Bac + 5;Île-de-France
120;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
121;18/03/2024 08:36;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;Régulièrement;;;;Occasionnellement;;;;;;;;Une femme;21;Bac + 2 / 3;Île-de-France
122;18/03/2024 08:37;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Occasionnellement;;;;Régulièrement;;Régulièrement;Régulièrement;;;;Occasionnellement;;7;Un homme;27;Bac + 5;Île-de-France
123;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
124;;Indépendant / freelance;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
125;18/03/2024 08:51;En CDI;;Data Engineer;Banques / assurances / finances;;Mon activité est trop spécifique pour distinguer télétravail et présentiel;3;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Régulièrement;;Occasionnellement;Occasionnellement;;;Occasionnellement;Régulièrement;Occasionnellement;;;Occasionnellement;;3;Un homme;26;Bac + 5;Île-de-France
126;;En CDI;;Data Scientist;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Régulièrement;Occasionnellement;;;;;Régulièrement;;Occasionnellement;;Régulièrement;;;10;Une femme;47;Bac + 8;
127;18/03/2024 08:56;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Occasionnellement;Jamais;;Jamais;Régulièrement;Jamais;Occasionnellement;Régulièrement;Occasionnellement;;;;Jamais;8;Une femme;25;Bac + 5;Île-de-France
128;18/03/2024 09:00;Indépendant / freelance;;Data Engineer;Prestation de services informatiques / statistiques;;Mon activité est trop spécifique pour distinguer télétravail et présentiel;7;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;Jamais;Jamais;Jamais;Jamais;;Régulièrement;Régulièrement;Jamais;;;;;8;Un homme;34;Bac + 5;Hors France
129;18/03/2024 09:02;En CDI;;Data Scientist;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;;Jamais;;Occasionnellement;Régulièrement;Régulièrement;;;;;4;Une femme;26;Bac + 5;Pays de la Loire
130;;En recherche d'emploi;;;;;;;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
131;18/03/2024 09:14;En CDI;;Autre;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;;Jamais;;Occasionnellement;Régulièrement;;;;;;9;Un homme;35;Bac + 2 / 3;Île-de-France
132;;En CDI;;Data Scientist;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Régulièrement;Occasionnellement;;;;;Régulièrement;;Occasionnellement;;Régulièrement;;;;;;;
133;18/03/2024 09:14;En CDI;;Data Engineer;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;5;Oui;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Occasionnellement;;Jamais;Régulièrement;Régulièrement;;;;;;9;Un homme;35;Bac + 5;Occitanie
134;18/03/2024 09:18;En recherche d'emploi;;;;;;;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Régulièrement;;;;Jamais;;Régulièrement;Régulièrement;;;;Régulièrement;;;Un homme;34;Bac + 5;Auvergne-Rhône-Alpes
135;18/03/2024 09:23;En CDI;;Autre;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Occasionnellement;Jamais;Occasionnellement;Occasionnellement;;;Régulièrement;Régulièrement;;;;Occasionnellement;Jamais;6;Un homme;25;Bac + 5;Île-de-France
136;18/03/2024 09:30;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;;;Régulièrement;;;Occasionnellement;Régulièrement;Régulièrement;;;;Occasionnellement;;3;Un homme;36;Bac + 5;Bretagne
137;;En CDI;;Data Scientist;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Régulièrement;Régulièrement;Occasionnellement;Occasionnellement;Occasionnellement;;Occasionnellement;Occasionnellement;Occasionnellement;;Jamais;;;8;Un homme;46;Bac + 5;Île-de-France
138;18/03/2024 09:39;En CDI;;Data Scientist;Transport;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;;;;;;Occasionnellement;;;;;;5;Un homme;28;Bac + 8;Provence-Alpes-Côte d'Azur
139;18/03/2024 09:55;En CDD / contrat court / alternance / stage;;Data Scientist;Industrie;;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Jamais;;Occasionnellement;Jamais;;Régulièrement;Régulièrement;;;;;;7;Un homme;22;Bac + 5;Île-de-France
140;18/03/2024 09:45;En CDI;;Autre;Transport;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;15;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Régulièrement;Jamais;;;Jamais;;Régulièrement;Régulièrement;Jamais;;;Régulièrement;;4;Un homme;38;Bac + 5;Hors France
141;18/03/2024 10:06;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Régulièrement;;;;;Occasionnellement;Occasionnellement;;;;;;2;Une femme;34;Bac + 5;Pays de la Loire
142;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
143;18/03/2024 10:45;En recherche d'emploi;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Occasionnellement;;;;;;;Régulièrement;Régulièrement;;Régulièrement;;;;Un homme;45;Bac + 8;Île-de-France
144;;En CDI;;Autre;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;12;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Occasionnellement;;;;;Occasionnellement;Régulièrement;Régulièrement;Régulièrement;;Régulièrement;;;;;;;
145;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
146;18/03/2024 11:39;En CDI;;Data Analyst / analyste;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;;;Régulièrement;;;Régulièrement;Occasionnellement;;;;;;8;Un homme;27;Bac + 5;Île-de-France
147;18/03/2024 12:33;Chef d’entreprise;;Data Scientist;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;8;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Régulièrement;Jamais;;;;;Occasionnellement;Occasionnellement;Occasionnellement;;Jamais;;;7;Une femme;50;Bac + 5;Grand Est
148;18/03/2024 12:42;En CDD / contrat court / alternance / stage;;Statisticien;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Jamais;Jamais;Régulièrement;;;;Régulièrement;;;;;;;9;Une femme;25;Bac + 5;Bourgogne-Franche-Comté
149;18/03/2024 13:21;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);5;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;;Occasionnellement;Régulièrement;;;;;7;Une femme;33;Bac + 5;Île-de-France
150;18/03/2024 13:40;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Autre;telecom;Présentiel complet (pas ou quasiment pas de travail à distance);0;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Jamais;;Jamais;;;Régulièrement;Jamais;;;;;;1;Un homme;24;Bac + 5;Provence-Alpes-Côte d'Azur
151;;Indépendant / freelance;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
152;18/03/2024 14:11;Etudiant (hors alternance / stage);;;;;;;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Occasionnellement;;;Régulièrement;Occasionnellement;;;;;;;Un homme;39;Bac + 5;Auvergne-Rhône-Alpes
153;18/03/2024 14:34;Indépendant / freelance;;Data Analyst / analyste;Autre;Industrie/Marketing/Banques/Numrique;Distanciel complet (pas de travail sur site);8;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;;Régulièrement;;;Régulièrement;;;;;;10;Un homme;30;Bac + 5;Grand Est
154;18/03/2024 14:38;En CDI;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Occasionnellement;Occasionnellement;;;;;;7;Un homme;25;Bac + 5;Hors France
155;18/03/2024 15:32;En CDI;;Autre;Autre;Conseil;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;;;;Régulièrement;;;;Régulièrement;;;;Régulièrement;;7;Un homme;34;Bac + 5;Île-de-France
156;18/03/2024 15:07;En CDI;;Data Analyst / analyste;Numérique / Web;;Distanciel complet (pas de travail sur site);2;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;;;;;Occasionnellement;;;;;;6;Une femme;31;Bac + 5;Île-de-France
157;18/03/2024 15:19;Indépendant / freelance;;Autre;Autre;Retail;Distanciel complet (pas de travail sur site);12;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;;;Régulièrement;Jamais;Occasionnellement;Régulièrement;;;;;;7;Un homme;31;Bac + 5;Provence-Alpes-Côte d'Azur
158;18/03/2024 15:23;En CDI;;Chargé d’études / chargé d’études statistiques;Autre;Télécommunication;Présentiel complet (pas ou quasiment pas de travail à distance);9;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;;Régulièrement;;Occasionnellement;Régulièrement;Jamais;;;;;;3;Un homme;31;Bac + 5;Hors France
159;18/03/2024 16:09;En CDI;;Autre;Santé;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;11;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;;Régulièrement;;;Régulièrement;;;;;;8;Une femme;35;Bac + 5;Île-de-France
160;18/03/2024 16:22;En CDI;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Occasionnellement;Jamais;;;;;7;Un homme;29;Bac + 5;Île-de-France
161;;En recherche d'emploi;;;;;;;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;
162;;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;6;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;;;;Régulièrement;;Régulièrement;;Régulièrement;;;;;;;;;;
163;18/03/2024 17:03;En CDD / contrat court / alternance / stage;;Data Scientist;Transport;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;4;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;Occasionnellement;;Occasionnellement;Occasionnellement;;;;;;3;Un homme;36;Bac + 5;Bretagne
164;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
165;;Etudiant (hors alternance / stage);;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
166;18/03/2024 17:23;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;;Régulièrement;;;Occasionnellement;Régulièrement;;;;;;;Un homme;29;Bac + 5;Hors France
167;18/03/2024 19:32;En CDI;;Data Analyst / analyste;Industrie;;Présentiel complet (pas ou quasiment pas de travail à distance);3;Non;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;Régulièrement;Occasionnellement;;Régulièrement;Régulièrement;;;;;;7;Un homme;35;Bac + 2 / 3;Hors France
168;18/03/2024 20:05;En CDI;;Autre;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);4;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Occasionnellement;;;Régulièrement;;;;;;;7;Un homme;40;Bac + 5;Hors France
169;18/03/2024 20:20;En CDD / contrat court / alternance / stage;;Data Scientist;Santé;;Présentiel complet (pas ou quasiment pas de travail à distance);3;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;;;;;;Régulièrement;;;;;;8;Un homme;29;Bac + 5;Île-de-France
170;;En recherche d'emploi;;;;;;;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;;;;;;;Régulièrement;Régulièrement;;;;Jamais;;;Un homme;31;Bac + 2 / 3;Auvergne-Rhône-Alpes
171;;En CDI;;Data Analyst / analyste;Autre;Télécommunication;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Non;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;Régulièrement;;Régulièrement;Régulièrement;;;;;;;;;;
172;;En CDI;;Autre;Industrie;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;10;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;;Occasionnellement;;;Régulièrement;;;;;;;;;;
173;;En CDI;;Data Scientist;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;;Jamais;Régulièrement;;Occasionnellement;Occasionnellement;;;;;;;;;;
174;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
175;19/03/2024 03:50;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Non;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;Régulièrement;Régulièrement;;;Régulièrement;Régulièrement;;;;;;7;Un homme;31;Bac + 5;Grand Est
176;;En CDD / contrat court / alternance / stage;;Data Engineer;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
177;;En CDD / contrat court / alternance / stage;;Data Engineer;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;;Occasionnellement;Régulièrement;;;;;;;;;
